Class,Section,Subject,Name,ID,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Home Tuition (Y/N),Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
8,A,Maths,Pooja Chatterjee,8_A_4,80104,89,40,58,90,N,9,5,7,0.3,3,52
8,A,Science,Pooja Chatterjee,8_A_4,80104,68,87,66,50,N,10,7,8,0.7,9,73
8,A,Social,Pooja Chatterjee,8_A_4,80104,85,50,78,66,Y,5,4,8,0.1,10,80
8,A,English,Pooja Chatterjee,8_A_4,80104,96,80,68,42,Y,3,5,2,0.8,10,68
8,A,Hindi,Pooja Chatterjee,8_A_4,80104,70,78,87,87,Y,8,4,7,0.9,4,65
8,A,Arts,Pooja Chatterjee,8_A_4,80104,83,88,92,90,Y,6,9,4,0.3,9,71
8,A,Maths,Siddharth Agrawal,8_A_5,80105,80,85,71,42,Y,5,5,10,1.0,8,49
8,A,Science,Siddharth Agrawal,8_A_5,80105,79,83,63,63,Y,9,3,4,0.7,5,97
8,A,Social,Siddharth Agrawal,8_A_5,80105,65,76,99,52,N,4,5,6,0.7,4,49
8,A,English,Siddharth Agrawal,8_A_5,80105,65,81,71,54,N,7,4,9,0.9,8,82
8,A,Hindi,Siddharth Agrawal,8_A_5,80105,81,79,76,72,Y,6,4,5,0.2,8,98
8,A,Arts,Siddharth Agrawal,8_A_5,80105,93,82,92,60,Y,6,5,4,0.3,3,52
8,A,Maths,Akash Chetty,8_A_6,80106,98,93,72,42,Y,6,9,7,0.5,7,60
8,A,Science,Akash Chetty,8_A_6,80106,73,45,60,54,Y,9,4,5,0.6,3,45
8,A,Social,Akash Chetty,8_A_6,80106,87,58,77,60,N,9,3,8,0.5,10,84
8,A,English,Akash Chetty,8_A_6,80106,74,67,78,67,N,7,4,9,0.9,6,44
8,A,Hindi,Akash Chetty,8_A_6,80106,72,45,62,62,N,8,9,8,0.9,10,83
8,A,Arts,Akash Chetty,8_A_6,80106,72,74,45,46,Y,7,6,4,0.8,3,39
8,A,Maths,Priti Jain,8_A_7,80107,79,90,78,59,N,6,3,9,0.8,7,72
8,A,Science,Priti Jain,8_A_7,80107,84,87,63,79,N,4,7,8,0.8,3,42
8,A,Social,Priti Jain,8_A_7,80107,99,87,64,94,N,3,4,7,0.5,9,82
8,A,English,Priti Jain,8_A_7,80107,65,83,73,70,N,10,6,8,0.9,6,31
8,A,Hindi,Priti Jain,8_A_7,80107,72,94,83,94,N,3,9,5,0.3,3,45
8,A,Arts,Priti Jain,8_A_7,80107,78,99,46,60,N,10,3,5,0.7,10,68
8,A,Maths,Karan Mukherjee,8_A_8,80108,84,82,89,92,Y,5,8,6,0.4,5,61
8,A,Science,Karan Mukherjee,8_A_8,80108,74,73,56,41,N,7,10,7,0.9,4,93
8,A,Social,Karan Mukherjee,8_A_8,80108,70,59,65,65,Y,4,8,5,0.9,4,61
8,A,English,Karan Mukherjee,8_A_8,80108,87,65,44,55,N,4,10,3,0.5,4,30
8,A,Hindi,Karan Mukherjee,8_A_8,80108,85,99,45,44,N,5,3,10,0.3,3,74
8,A,Arts,Karan Mukherjee,8_A_8,80108,100,63,43,74,N,10,5,7,0.8,3,72
8,A,Maths,Poonam Acharya,8_A_9,80109,75,95,78,91,N,6,5,7,0.7,7,68
8,A,Science,Poonam Acharya,8_A_9,80109,96,85,61,41,Y,8,9,9,1.0,7,81
8,A,Social,Poonam Acharya,8_A_9,80109,78,44,82,45,Y,5,6,10,0.6,6,99
8,A,English,Poonam Acharya,8_A_9,80109,74,71,83,71,Y,4,8,3,0.7,8,43
8,A,Hindi,Poonam Acharya,8_A_9,80109,88,92,53,93,Y,5,4,9,0.3,10,62
8,A,Arts,Poonam Acharya,8_A_9,80109,69,43,60,76,Y,4,10,2,0.7,4,98
8,A,Maths,Priti Chatterjee,8_A_10,80110,65,40,70,68,N,10,9,6,0.8,10,54
8,A,Science,Priti Chatterjee,8_A_10,80110,78,57,66,83,Y,5,4,4,0.7,7,47
8,A,Social,Priti Chatterjee,8_A_10,80110,79,57,83,55,N,9,4,2,1.0,4,86
8,A,English,Priti Chatterjee,8_A_10,80110,76,89,100,77,N,10,7,10,0.8,5,56
8,A,Hindi,Priti Chatterjee,8_A_10,80110,75,84,91,45,N,8,10,9,0.4,5,68
8,A,Arts,Priti Chatterjee,8_A_10,80110,75,79,55,49,N,5,7,2,0.9,7,43
8,A,Maths,Alok Rajput,8_A_11,80111,86,74,41,83,Y,10,5,10,0.4,10,89
8,A,Science,Alok Rajput,8_A_11,80111,88,96,78,50,Y,4,10,5,0.6,3,99
8,A,Social,Alok Rajput,8_A_11,80111,76,88,90,56,Y,10,8,9,0.4,10,38
8,A,English,Alok Rajput,8_A_11,80111,70,95,96,100,Y,3,9,3,0.2,5,71
8,A,Hindi,Alok Rajput,8_A_11,80111,87,63,80,58,Y,8,10,8,0.3,3,31
8,A,Arts,Alok Rajput,8_A_11,80111,98,64,81,72,N,5,5,7,0.6,7,84
8,A,Maths,Aditya Yadav,8_A_12,80112,89,98,93,47,N,7,9,7,0.4,7,71
8,A,Science,Aditya Yadav,8_A_12,80112,88,57,44,55,Y,5,10,8,0.3,10,89
8,A,Social,Aditya Yadav,8_A_12,80112,75,85,80,73,Y,10,6,3,0.6,7,75
8,A,English,Aditya Yadav,8_A_12,80112,85,91,82,91,N,10,5,9,0.5,8,58
8,A,Hindi,Aditya Yadav,8_A_12,80112,76,94,53,100,N,4,10,4,0.2,4,73
8,A,Arts,Aditya Yadav,8_A_12,80112,71,40,97,73,Y,8,9,8,0.3,8,49
8,A,Maths,Siddharth Garg,8_A_13,80113,90,95,45,68,N,8,9,4,1.0,5,97
8,A,Science,Siddharth Garg,8_A_13,80113,75,83,69,74,N,8,7,6,0.2,3,46
8,A,Social,Siddharth Garg,8_A_13,80113,83,89,77,55,N,4,10,6,0.8,5,91
8,A,English,Siddharth Garg,8_A_13,80113,82,43,61,58,N,8,6,9,0.1,5,33
8,A,Hindi,Siddharth Garg,8_A_13,80113,73,41,75,61,Y,5,3,8,0.6,3,76
8,A,Arts,Siddharth Garg,8_A_13,80113,95,62,85,44,N,4,7,9,0.6,5,35
8,A,Maths,Mehak Suri,8_A_14,80114,68,48,58,48,N,8,6,7,0.4,7,90
8,A,Science,Mehak Suri,8_A_14,80114,83,71,76,46,Y,10,9,9,0.8,10,72
8,A,Social,Mehak Suri,8_A_14,80114,82,59,75,67,Y,4,10,5,0.5,8,80
8,A,English,Mehak Suri,8_A_14,80114,99,95,98,90,Y,10,6,4,0.5,4,46
8,A,Hindi,Mehak Suri,8_A_14,80114,78,97,52,88,N,10,6,3,0.8,4,60
8,A,Arts,Mehak Suri,8_A_14,80114,85,51,57,61,N,5,10,4,0.9,5,100
8,A,Maths,Neha Sandhu,8_A_15,80115,91,51,92,73,N,8,3,2,0.8,5,96
8,A,Science,Neha Sandhu,8_A_15,80115,88,96,73,76,Y,5,7,5,0.6,8,72
8,A,Social,Neha Sandhu,8_A_15,80115,66,84,65,40,Y,8,7,4,0.7,8,93
8,A,English,Neha Sandhu,8_A_15,80115,84,88,66,84,N,7,3,2,0.9,3,54
8,A,Hindi,Neha Sandhu,8_A_15,80115,96,41,58,83,N,10,5,10,0.2,6,71
8,A,Arts,Neha Sandhu,8_A_15,80115,83,52,94,64,Y,7,7,6,0.6,6,68
8,A,Maths,Nupur Dwivedi,8_A_16,80116,74,73,81,73,N,6,8,2,0.4,10,56
8,A,Science,Nupur Dwivedi,8_A_16,80116,79,71,66,45,N,10,9,3,0.1,7,59
8,A,Social,Nupur Dwivedi,8_A_16,80116,73,52,91,64,Y,7,7,3,0.1,8,34
8,A,English,Nupur Dwivedi,8_A_16,80116,92,70,52,62,Y,7,9,10,0.2,6,31
8,A,Hindi,Nupur Dwivedi,8_A_16,80116,66,59,100,97,Y,4,6,7,0.8,9,72
8,A,Arts,Nupur Dwivedi,8_A_16,80116,98,63,92,84,N,9,7,8,0.1,7,60
8,A,Maths,Rishabh Iqbal,8_A_17,80117,75,76,48,58,Y,5,5,4,0.6,7,90
8,A,Science,Rishabh Iqbal,8_A_17,80117,99,98,94,52,N,8,4,10,0.5,10,83
8,A,Social,Rishabh Iqbal,8_A_17,80117,97,74,45,87,N,10,7,2,0.1,9,67
8,A,English,Rishabh Iqbal,8_A_17,80117,87,75,94,42,N,7,8,5,0.9,5,81
8,A,Hindi,Rishabh Iqbal,8_A_17,80117,73,76,99,68,N,9,4,10,0.1,7,45
8,A,Arts,Rishabh Iqbal,8_A_17,80117,95,44,70,91,Y,4,8,5,0.9,8,65
8,A,Maths,Payal Sandhu,8_A_18,80118,91,76,81,50,N,3,5,9,0.9,9,53
8,A,Science,Payal Sandhu,8_A_18,80118,70,92,53,46,Y,8,8,10,0.6,9,86
8,A,Social,Payal Sandhu,8_A_18,80118,65,83,66,72,Y,9,6,8,0.9,3,77
8,A,English,Payal Sandhu,8_A_18,80118,71,49,54,79,Y,9,9,10,0.5,10,68
8,A,Hindi,Payal Sandhu,8_A_18,80118,85,93,66,41,Y,10,10,4,0.7,3,74
8,A,Arts,Payal Sandhu,8_A_18,80118,92,68,71,45,Y,5,10,10,0.5,4,92
8,A,Maths,Sameer Sandhu,8_A_19,80119,91,87,69,62,N,7,5,8,1.0,9,92
8,A,Science,Sameer Sandhu,8_A_19,80119,78,87,40,69,Y,9,10,2,0.6,3,75
8,A,Social,Sameer Sandhu,8_A_19,80119,84,83,45,48,N,4,7,10,0.7,6,96
8,A,English,Sameer Sandhu,8_A_19,80119,65,74,69,71,Y,9,6,4,0.9,7,74
8,A,Hindi,Sameer Sandhu,8_A_19,80119,68,56,42,61,Y,3,7,7,0.7,3,42
8,A,Arts,Sameer Sandhu,8_A_19,80119,85,84,99,86,Y,10,6,7,0.6,9,56
8,A,Maths,Akash Iyer,8_A_20,80120,74,64,85,94,Y,7,3,5,0.6,8,70
8,A,Science,Akash Iyer,8_A_20,80120,82,74,58,63,Y,6,4,9,0.8,10,30
8,A,Social,Akash Iyer,8_A_20,80120,80,56,99,70,N,5,10,8,0.5,8,59
8,A,English,Akash Iyer,8_A_20,80120,78,70,51,54,N,10,8,4,0.5,3,70
8,A,Hindi,Akash Iyer,8_A_20,80120,70,43,92,69,N,7,8,8,0.6,8,53
8,A,Arts,Akash Iyer,8_A_20,80120,97,66,78,87,Y,5,3,7,1.0,4,79
8,A,Maths,Vivek Ganguly,8_A_21,80121,84,65,60,57,N,6,6,8,0.1,10,54
8,A,Science,Vivek Ganguly,8_A_21,80121,71,95,55,91,Y,9,8,3,0.9,7,100
8,A,Social,Vivek Ganguly,8_A_21,80121,98,68,73,52,N,9,8,9,0.2,3,82
8,A,English,Vivek Ganguly,8_A_21,80121,75,71,65,94,N,4,6,5,0.9,3,97
8,A,Hindi,Vivek Ganguly,8_A_21,80121,72,67,66,93,N,5,10,6,0.6,6,97
8,A,Arts,Vivek Ganguly,8_A_21,80121,93,48,41,91,N,9,9,8,0.3,3,62
8,A,Maths,Amit Acharya,8_A_22,80122,96,61,52,100,Y,6,8,5,0.4,10,50
8,A,Science,Amit Acharya,8_A_22,80122,77,60,60,75,N,3,6,10,0.9,3,52
8,A,Social,Amit Acharya,8_A_22,80122,81,49,92,61,Y,3,5,9,0.3,8,84
8,A,English,Amit Acharya,8_A_22,80122,90,81,72,100,N,3,9,9,0.3,7,31
8,A,Hindi,Amit Acharya,8_A_22,80122,98,61,84,44,N,8,4,4,1.0,5,47
8,A,Arts,Amit Acharya,8_A_22,80122,67,92,69,67,Y,4,4,8,0.3,9,73
8,A,Maths,Rudra Mishra,8_A_23,80123,96,61,100,66,Y,3,8,5,0.8,6,99
8,A,Science,Rudra Mishra,8_A_23,80123,86,90,94,83,Y,5,8,6,0.4,6,81
8,A,Social,Rudra Mishra,8_A_23,80123,75,77,76,64,N,5,3,7,0.5,4,90
8,A,English,Rudra Mishra,8_A_23,80123,98,84,47,88,Y,3,4,5,0.7,5,97
8,A,Hindi,Rudra Mishra,8_A_23,80123,82,98,71,55,Y,7,5,3,0.8,8,88
8,A,Arts,Rudra Mishra,8_A_23,80123,74,71,73,51,N,6,3,2,0.9,5,80
8,A,Maths,Kunwar Pawar,8_A_24,80124,100,58,82,85,Y,7,9,9,0.2,6,67
8,A,Science,Kunwar Pawar,8_A_24,80124,89,93,100,52,N,6,7,4,0.5,5,85
8,A,Social,Kunwar Pawar,8_A_24,80124,91,79,66,91,Y,8,3,8,0.1,8,78
8,A,English,Kunwar Pawar,8_A_24,80124,87,64,66,94,Y,3,7,4,0.5,6,94
8,A,Hindi,Kunwar Pawar,8_A_24,80124,85,67,59,52,N,10,8,4,0.8,7,93
8,A,Arts,Kunwar Pawar,8_A_24,80124,87,66,45,68,Y,10,8,8,0.6,4,90
8,A,Maths,Vijay Chatterjee,8_A_25,80125,95,47,71,87,N,6,3,4,0.9,8,42
8,A,Science,Vijay Chatterjee,8_A_25,80125,96,76,42,56,N,7,10,10,1.0,3,82
8,A,Social,Vijay Chatterjee,8_A_25,80125,65,48,55,83,N,5,7,3,0.6,10,80
8,A,English,Vijay Chatterjee,8_A_25,80125,71,95,54,94,N,3,7,2,0.2,7,55
8,A,Hindi,Vijay Chatterjee,8_A_25,80125,79,80,99,84,N,4,5,4,0.6,5,39
8,A,Arts,Vijay Chatterjee,8_A_25,80125,76,67,93,63,N,7,8,9,0.6,10,42
8,A,Maths,Kunwar Gaekwad,8_A_26,80126,68,64,89,74,Y,4,10,10,0.5,3,68
8,A,Science,Kunwar Gaekwad,8_A_26,80126,66,99,94,51,Y,3,5,6,0.1,9,52
8,A,Social,Kunwar Gaekwad,8_A_26,80126,92,56,62,77,N,4,10,5,0.3,4,73
8,A,English,Kunwar Gaekwad,8_A_26,80126,85,100,69,69,Y,5,6,2,0.2,8,50
8,A,Hindi,Kunwar Gaekwad,8_A_26,80126,77,43,86,58,Y,7,3,5,0.3,3,77
8,A,Arts,Kunwar Gaekwad,8_A_26,80126,84,70,83,70,N,8,7,3,0.6,4,97
8,A,Maths,Sakshi Patil,8_A_27,80127,81,45,61,85,N,4,9,6,0.5,7,67
8,A,Science,Sakshi Patil,8_A_27,80127,100,66,53,89,N,9,7,9,0.7,6,38
8,A,Social,Sakshi Patil,8_A_27,80127,83,98,67,53,Y,6,9,6,0.8,8,72
8,A,English,Sakshi Patil,8_A_27,80127,71,81,98,41,N,6,3,2,0.1,6,91
8,A,Hindi,Sakshi Patil,8_A_27,80127,82,80,61,98,N,9,5,3,0.7,9,100
8,A,Arts,Sakshi Patil,8_A_27,80127,86,47,55,85,N,8,5,9,0.6,5,49
8,A,Maths,Meera Dwivedi,8_A_28,80128,81,82,40,89,Y,4,6,5,0.6,3,78
8,A,Science,Meera Dwivedi,8_A_28,80128,73,90,100,47,N,5,7,4,0.1,6,78
8,A,Social,Meera Dwivedi,8_A_28,80128,72,84,72,69,N,9,4,8,0.2,4,83
8,A,English,Meera Dwivedi,8_A_28,80128,93,90,83,46,N,5,10,4,0.3,5,93
8,A,Hindi,Meera Dwivedi,8_A_28,80128,73,48,64,55,N,7,8,9,0.7,5,36
8,A,Arts,Meera Dwivedi,8_A_28,80128,99,69,57,57,Y,9,5,5,0.4,3,67
8,A,Maths,Sandeep Kulkarni,8_A_29,80129,79,70,89,90,Y,10,5,9,0.8,3,36
8,A,Science,Sandeep Kulkarni,8_A_29,80129,89,84,77,89,N,10,9,10,0.9,6,77
8,A,Social,Sandeep Kulkarni,8_A_29,80129,75,61,95,40,N,5,10,9,0.2,4,96
8,A,English,Sandeep Kulkarni,8_A_29,80129,87,83,67,57,Y,10,5,2,1.0,8,66
8,A,Hindi,Sandeep Kulkarni,8_A_29,80129,65,49,89,48,Y,10,6,10,0.5,4,77
8,A,Arts,Sandeep Kulkarni,8_A_29,80129,94,64,71,63,Y,3,3,9,0.4,10,95
8,A,Maths,Rohan Bajpai,8_A_30,80130,88,80,79,57,Y,3,8,5,0.5,9,61
8,A,Science,Rohan Bajpai,8_A_30,80130,84,73,85,88,N,7,4,4,0.7,9,78
8,A,Social,Rohan Bajpai,8_A_30,80130,94,45,86,69,N,7,4,3,0.2,9,31
8,A,English,Rohan Bajpai,8_A_30,80130,94,53,74,99,Y,10,7,3,0.8,8,55
8,A,Hindi,Rohan Bajpai,8_A_30,80130,93,42,66,88,N,3,5,4,0.4,6,32
8,A,Arts,Rohan Bajpai,8_A_30,80130,93,59,55,78,Y,9,7,3,0.9,4,94
8,A,Maths,Dev Iqbal,8_A_31,80131,77,70,51,56,N,9,8,10,0.1,3,100
8,A,Science,Dev Iqbal,8_A_31,80131,97,44,76,60,Y,6,9,4,0.4,6,96
8,A,Social,Dev Iqbal,8_A_31,80131,67,51,67,91,Y,5,4,10,0.3,4,91
8,A,English,Dev Iqbal,8_A_31,80131,97,72,93,77,N,6,9,8,1.0,8,89
8,A,Hindi,Dev Iqbal,8_A_31,80131,68,44,60,91,Y,8,9,4,0.6,8,36
8,A,Arts,Dev Iqbal,8_A_31,80131,90,75,42,86,Y,10,4,5,0.7,8,70
8,A,Maths,Nupur Sinha,8_A_32,80132,99,67,79,50,N,6,8,2,0.7,5,82
8,A,Science,Nupur Sinha,8_A_32,80132,65,62,79,100,Y,7,10,10,0.6,7,72
8,A,Social,Nupur Sinha,8_A_32,80132,68,83,70,89,Y,9,7,3,0.9,4,60
8,A,English,Nupur Sinha,8_A_32,80132,90,70,73,69,N,7,6,10,0.5,3,45
8,A,Hindi,Nupur Sinha,8_A_32,80132,100,43,99,77,Y,9,9,4,0.4,9,48
8,A,Arts,Nupur Sinha,8_A_32,80132,96,82,81,86,N,6,6,5,0.6,4,41
8,A,Maths,Alok Garg,8_A_33,80133,69,65,65,42,N,9,3,5,0.2,4,70
8,A,Science,Alok Garg,8_A_33,80133,78,50,90,75,Y,5,8,2,0.3,4,68
8,A,Social,Alok Garg,8_A_33,80133,70,84,50,78,Y,8,9,7,0.1,5,89
8,A,English,Alok Garg,8_A_33,80133,82,97,67,99,N,3,10,4,0.3,10,44
8,A,Hindi,Alok Garg,8_A_33,80133,70,62,74,83,N,6,7,3,0.3,6,32
8,A,Arts,Alok Garg,8_A_33,80133,95,76,41,84,Y,10,10,4,0.9,9,47
8,A,Maths,Riya Acharya,8_A_34,80134,65,91,74,52,N,9,6,5,0.7,5,80
8,A,Science,Riya Acharya,8_A_34,80134,93,66,61,40,N,7,6,8,0.1,10,55
8,A,Social,Riya Acharya,8_A_34,80134,69,100,66,58,N,3,4,4,0.7,4,37
8,A,English,Riya Acharya,8_A_34,80134,74,95,88,49,Y,5,6,2,0.9,4,36
8,A,Hindi,Riya Acharya,8_A_34,80134,65,41,40,57,N,5,9,4,0.2,10,83
8,A,Arts,Riya Acharya,8_A_34,80134,84,41,85,72,Y,6,9,6,0.5,4,35
8,A,Maths,Dev Ganguly,8_A_35,80135,86,93,91,83,Y,4,10,5,0.1,5,90
8,A,Science,Dev Ganguly,8_A_35,80135,85,40,55,78,N,3,5,9,0.8,10,93
8,A,Social,Dev Ganguly,8_A_35,80135,97,75,55,55,Y,6,4,7,0.8,7,96
8,A,English,Dev Ganguly,8_A_35,80135,71,91,91,71,N,5,10,4,0.5,10,42
8,A,Hindi,Dev Ganguly,8_A_35,80135,84,40,80,69,N,7,5,6,0.5,7,61
8,A,Arts,Dev Ganguly,8_A_35,80135,92,67,93,72,N,4,7,3,0.9,4,60
8,A,Maths,Karan Malik,8_A_36,80136,68,68,96,63,N,10,4,2,0.8,10,55
8,A,Science,Karan Malik,8_A_36,80136,95,46,83,98,N,3,4,6,0.8,6,61
8,A,Social,Karan Malik,8_A_36,80136,76,67,80,51,Y,10,8,10,0.6,10,59
8,A,English,Karan Malik,8_A_36,80136,73,99,66,83,Y,6,7,2,0.9,5,61
8,A,Hindi,Karan Malik,8_A_36,80136,72,45,45,74,N,10,10,8,0.6,6,95
8,A,Arts,Karan Malik,8_A_36,80136,92,100,88,72,Y,10,7,5,0.3,5,60
8,A,Maths,Ridhi Patel,8_A_37,80137,85,42,55,45,Y,9,3,6,0.8,4,69
8,A,Science,Ridhi Patel,8_A_37,80137,84,99,81,86,Y,8,4,6,0.2,10,83
8,A,Social,Ridhi Patel,8_A_37,80137,65,89,90,46,N,10,6,2,0.6,3,89
8,A,English,Ridhi Patel,8_A_37,80137,92,43,84,92,Y,10,8,10,0.3,9,92
8,A,Hindi,Ridhi Patel,8_A_37,80137,70,73,94,57,Y,9,4,8,0.4,8,62
8,A,Arts,Ridhi Patel,8_A_37,80137,92,95,66,88,Y,10,8,7,1.0,6,87
8,A,Maths,Kriti Chetty,8_A_38,80138,99,58,83,76,N,5,3,4,0.4,6,82
8,A,Science,Kriti Chetty,8_A_38,80138,97,93,82,40,N,9,9,4,0.9,6,71
8,A,Social,Kriti Chetty,8_A_38,80138,82,65,54,43,Y,3,5,6,0.8,5,58
8,A,English,Kriti Chetty,8_A_38,80138,77,44,99,98,Y,5,5,10,0.4,8,95
8,A,Hindi,Kriti Chetty,8_A_38,80138,90,44,66,89,Y,8,6,7,0.9,6,45
8,A,Arts,Kriti Chetty,8_A_38,80138,71,91,47,70,N,4,5,9,0.3,9,70
8,A,Maths,Manav Pawar,8_A_39,80139,71,52,93,76,N,9,9,6,0.9,3,58
8,A,Science,Manav Pawar,8_A_39,80139,94,77,50,93,N,9,4,8,0.2,10,72
8,A,Social,Manav Pawar,8_A_39,80139,68,55,40,44,N,8,10,4,0.3,9,91
8,A,English,Manav Pawar,8_A_39,80139,73,45,55,49,N,7,5,10,0.9,8,31
8,A,Hindi,Manav Pawar,8_A_39,80139,96,58,82,65,N,9,6,7,0.9,4,40
8,A,Arts,Manav Pawar,8_A_39,80139,96,84,91,72,Y,9,7,2,0.5,8,56
8,A,Maths,Kunwar Saxena,8_A_40,80140,71,97,62,59,N,9,8,9,0.5,3,47
8,A,Science,Kunwar Saxena,8_A_40,80140,100,69,83,73,N,7,4,2,0.9,6,55
8,A,Social,Kunwar Saxena,8_A_40,80140,95,96,82,52,N,5,10,5,0.5,3,65
8,A,English,Kunwar Saxena,8_A_40,80140,66,99,46,40,Y,3,3,5,0.5,7,80
8,A,Hindi,Kunwar Saxena,8_A_40,80140,93,81,51,60,N,3,3,8,0.9,9,73
8,A,Arts,Kunwar Saxena,8_A_40,80140,72,63,64,41,N,5,3,9,0.8,7,54
